date,open,close,high,low,volume,amount,turn,pctChg
2002-12-17,1.5150876000,1.5133461200,1.5272779600,1.5063802000,10292321,89497885.0000,0.961719,0.120000
2002-12-18,1.5203120400,1.5098631600,1.5290194400,1.5063802000,6878266,59978940.0000,0.642708,-0.230000
2002-12-19,1.5098631600,1.4994142800,1.5133461200,1.4959313200,5677347,48963888.0000,0.530494,-0.690000
2002-12-20,1.4994142800,1.5237950000,1.5307609200,1.4994142800,7691380,67023489.0000,0.718686,1.630000
2002-12-23,1.5237950000,1.5307609200,1.5464342400,1.5237950000,6571463,57991744.0000,0.614041,0.460000
2002-12-24,1.5290194400,1.5290194400,1.5359853600,1.5203120400,3847537,33726783.0000,0.359516,-0.110000
2002-12-25,1.5272779600,1.5150876000,1.5342438800,1.5063802000,5628131,49050435.0000,0.525895,-0.910000
2002-12-26,1.5168290800,1.4750335600,1.5203120400,1.4732920800,14957581,127788909.0000,1.397644,-2.640000
2002-12-27,1.4732920800,1.4645846800,1.4802580000,1.4611017200,16625917,139992541.0000,1.553534,-0.710000
2002-12-30,1.4663261600,1.4314965600,1.4663261600,1.4280136000,14208902,117364986.0000,1.327687,-2.260000
2002-12-31,1.4314965600,1.4175647200,1.4454284000,1.4071158400,9203901,75033216.0000,0.860017,-0.970000
2003-01-02,1.4140817600,1.4036328800,1.4210476800,1.4001499200,11179501,90339884.0000,1.044618,-0.980000
2003-01-03,1.4036328800,1.4140817600,1.4140817600,1.3966669600,3789854,30610396.0000,0.354126,0.740000
2003-01-06,1.4105988000,1.4210476800,1.4280136000,1.4018914000,4395743,35737079.0000,0.410740,0.490000
2003-01-07,1.4193062000,1.4071158400,1.4349795200,1.4053743600,2687450,21852593.0000,0.251117,-0.980000
2003-01-08,1.4071158400,1.4663261600,1.4889654000,1.4018914000,11491032,95917021.0000,1.073728,4.210000
2003-01-09,1.4715506000,1.5220535200,1.5446927600,1.4489113600,36446899,315687849.0000,3.405616,3.800000
2003-01-10,1.5272779600,1.4994142800,1.5429512800,1.4994142800,25721025,225220395.0000,2.403385,-1.490000
2003-01-13,1.4941898400,1.4854824400,1.5116046400,1.4732920800,6781680,57982545.0000,0.633683,-0.930000
2003-01-14,1.4854824400,1.6335082400,1.6335082400,1.4854824400,93150048,863691099.0000,8.703985,9.960000
2003-01-15,1.6544060000,1.6021616000,1.6805282000,1.5673320000,68972883,645243069.0000,6.444859,-1.920000
2003-01-16,1.5951956800,1.6195764000,1.6509230400,1.5830053200,31059935,288585386.0000,2.902255,1.090000
2003-01-17,1.6369912000,1.6195764000,1.6561474800,1.6056445600,21797449,203633549.0000,2.036764,0.000000
2003-01-20,1.6195764000,1.6596304400,1.6944600400,1.5986786400,31257733,297191761.0000,2.920738,2.470000
2003-01-21,1.6509230400,1.6439571200,1.6979430000,1.6317667600,32353358,308540386.0000,3.023113,-0.940000
2003-01-22,1.6195764000,1.6282838000,1.6422156400,1.6195764000,11294890,105783975.0000,1.055400,-0.950000
2003-01-23,1.6300252800,1.6195764000,1.6526645200,1.6160934400,6693992,62808823.0000,0.625490,-0.530000
2003-01-24,1.6195764000,1.6613719200,1.6857526400,1.6108690000,17446934,165959046.0000,1.630250,2.580000
2003-01-27,1.6718208000,1.7031674400,1.7449629600,1.6683378400,34925535,343291763.0000,3.263459,2.520000
2003-01-28,1.7031674400,1.7049089200,1.7205822400,1.6892356000,11691809,114497790.0000,1.092488,0.100000
2003-01-29,1.7083918800,1.7136163200,1.7379970400,1.7014259600,22611900,223520545.0000,2.112867,0.510000
2003-02-10,1.7136163200,1.6631134000,1.7136163200,1.6613719200,10632107,102361575.0000,0.993469,-2.950000
2003-02-11,1.6544060000,1.6648548800,1.6683378400,1.6404741600,6317898,60106089.0000,0.590347,0.100000
2003-02-12,1.6561474800,1.6770452400,1.6822696800,1.6456986000,7852699,75313242.0000,0.733760,0.730000
2003-02-13,1.6822696800,1.6456986000,1.6874941200,1.6422156400,10529108,100591339.0000,0.983845,-1.870000
2003-02-14,1.6509230400,1.6544060000,1.6718208000,1.6491815600,6866079,65326909.0000,0.641570,0.530000
2003-02-17,1.6509230400,1.6352497200,1.6613719200,1.6248008400,7164908,67610129.0000,0.669492,-1.160000
2003-02-18,1.6335082400,1.6265423200,1.6422156400,1.6108690000,6231278,58150972.0000,0.582254,-0.530000
2003-02-19,1.6282838000,1.6544060000,1.6596304400,1.6195764000,5784007,54586439.0000,0.540460,1.710000
2003-02-20,1.6491815600,1.6509230400,1.6613719200,1.6456986000,6062294,57565921.0000,0.566464,-0.210000
2003-02-21,1.6456986000,1.6143519600,1.6526645200,1.6004201200,14941926,138887229.0000,1.396181,-2.220000
2003-02-24,1.6143519600,1.6039030800,1.6248008400,1.6004201200,6423219,59304760.0000,0.600189,-0.650000
2003-02-25,1.6039030800,1.6335082400,1.6369912000,1.6021616000,6691688,62496991.0000,0.625275,1.850000
2003-02-26,1.6456986000,1.6317667600,1.6456986000,1.6248008400,4752416,44550048.0000,0.444068,-0.110000
2003-02-27,1.6335082400,1.6613719200,1.6683378400,1.6335082400,13747531,130348430.0000,1.284576,1.810000
2003-02-28,1.6613719200,1.6404741600,1.6613719200,1.6335082400,6277508,59246943.0000,0.586573,-1.260000
