date,open,close,high,low,volume,amount,turn,pctChg
2007-03-01,15.4415500000,14.4502024900,15.7411160700,14.1444598000,197763351,9500302911.0000,34.393626,38.431960
2007-03-02,14.5150570000,14.3328467100,14.6509426400,14.1691662800,42504832,1981445189.0000,7.392145,-0.812142
2007-03-05,14.2000493800,13.7059197800,14.2587272700,13.4434134300,41919674,1880502808.0000,7.290378,-4.374055
2007-03-06,13.5885640000,13.9746027500,14.2062260000,13.5113562500,29772788,1337719318.0000,5.177876,1.960340
2007-03-07,13.9869559900,14.3544648800,14.4841739000,13.8696002100,28746378,1317764044.0000,4.999370,2.718231
2007-03-08,14.2371091000,14.1815195200,14.3081402300,14.1074000800,13098383,601904452.0000,2.277980,-1.204822
2007-03-09,14.1753429000,14.0610754300,14.2371091000,13.8047457000,16088779,729237345.0000,2.798049,-0.849302
2007-03-12,13.9900443000,13.8078340100,13.9900443000,13.7429795000,14535306,651218161.0000,2.527879,-1.801010
2007-03-13,13.8387171100,13.8634235900,13.9776910600,13.7800392200,10231968,459295478.0000,1.779473,0.402595
2007-03-14,13.6812133000,13.8788651400,13.9282781000,13.5237094900,17330656,767078398.0000,3.014027,0.111382
2007-03-15,14.0579871200,13.8850417600,14.3575531900,13.8356288000,15252190,693085265.0000,2.652555,0.044505
2007-03-16,13.8943066900,13.9622495100,14.1907844500,13.7120964000,22754724,1025880313.0000,3.957343,0.556050
2007-03-19,13.9622495100,13.9622495100,13.9622495100,13.9622495100,0,0.0000,,0.000000
2007-03-20,14.4532908000,14.1382831800,14.4903505200,14.0518105000,22202687,1022520826.0000,3.861337,1.260782
2007-03-21,14.1444598000,13.9282781000,14.2062260000,13.8665119000,13672832,618375507.0000,2.377884,-1.485366
2007-03-22,14.0363689500,14.0085741600,14.1815195200,13.9684261300,16750984,762792451.0000,2.913215,0.576501
2007-03-23,14.0023975400,13.9468079600,14.0610754300,13.8078340100,13981014,631651813.0000,2.431481,-0.440919
2007-03-26,13.9591612000,14.1876961400,14.2679922000,13.9529845800,22326679,1024315888.0000,3.882901,1.727190
2007-03-27,14.1413714900,14.1784312100,14.3174051600,14.0919585300,13933819,640740822.0000,2.423273,-0.065300
2007-03-28,14.1753429000,14.3853479800,14.4841739000,14.0765169800,25826369,1197347468.0000,4.491542,1.459381
2007-03-29,14.4563791100,14.6385894000,15.0678644900,14.3544648800,46198618,2209005944.0000,8.034542,1.760412
2007-03-30,14.5027037600,14.5304985500,14.7837399700,14.4285843200,14461720,683029951.0000,2.515082,-0.738401
2007-04-02,14.5304985500,14.9443320900,15.0400697000,14.5304985500,23144503,1118052954.0000,4.025131,2.848034
2007-04-03,14.9535970200,14.8887425100,15.0585995600,14.7930049000,13271204,640969005.0000,2.308035,-0.371978
2007-04-04,14.8918308200,14.7590334900,14.9783035000,14.6849140500,12245469,586499998.0000,2.129647,-0.871185
2007-04-05,14.7621218000,14.7991815200,14.8238880000,14.5768232000,12286538,584881789.0000,2.136789,0.272018
2007-04-06,14.7250620800,14.8269763100,15.1172774500,14.6694725000,19520852,944575927.0000,3.394931,0.187813
2007-04-09,14.8516827900,15.9387679100,16.0252405900,14.7312387000,46277021,2312736816.0000,8.048178,7.498443
2007-04-10,15.7503810000,16.3124534200,16.5780480800,15.7503810000,40782390,2154172426.0000,7.092590,2.344505
2007-04-11,16.3309832800,16.5348117400,17.0412945800,16.2445106000,24344650,1313817488.0000,4.233852,1.363122
2007-04-12,16.6706973800,16.5039286400,17.9121980000,16.3526014500,15927043,855188897.0000,2.769921,-0.186780
2007-04-13,16.7077571000,16.9949699300,17.4304216400,16.6768740000,26668945,1469293102.0000,4.638077,2.975300
2007-04-16,17.1895334600,17.4242450200,17.4643930500,17.1895334600,14697227,824203125.0000,2.556039,2.525894
2007-04-17,17.4335099500,17.0320296500,17.6095436200,16.5533416000,19724388,1091710060.0000,3.430328,-2.250969
2007-04-18,16.9795283800,16.6490792100,17.0134997900,16.4915754000,13032235,706209984.0000,2.266476,-2.248416
2007-04-19,16.5224585000,16.0530353800,16.7695233000,15.5064045100,20558670,1080238617.0000,3.575421,-3.580041
2007-04-20,16.2630404600,17.0907075400,17.4180684000,16.1734794700,18569028,1010523120.0000,3.229396,6.464026
2007-04-23,17.0999724700,17.5971903800,17.7794006700,16.9486452800,14693459,835307845.0000,2.555384,2.963497
2007-04-24,17.9091096900,17.2389464200,17.9152863100,17.2173282500,16047287,907541031.0000,2.790833,-2.035802
2007-04-25,17.0227647200,17.5138060100,17.8195487000,16.9579102100,14593847,823204105.0000,2.538060,1.594410
