date,close
2004-12-21,1676.0838
2004-12-22,1718.8034
2004-12-23,1686.2731
2004-12-24,1689.4529
2004-12-27,1683.3237
2004-12-28,1681.7099
2004-12-29,1675.7553
2004-12-30,1675.094
2004-12-31,1665.7409
2005-01-04,1634.6731
2005-01-05,1646.8553
2005-01-06,1630.5337
2005-01-07,1637.6566
2005-01-10,1647.8579
2005-01-11,1654.6477
2005-01-12,1654.0698
2005-01-13,1653.3996
2005-01-14,1639.4568
2005-01-17,1601.4599
2005-01-18,1613.1729
2005-01-19,1603.6308
2005-01-20,1585.7037
2005-01-21,1625.4354
2005-01-24,1653.6115
2005-01-25,1651.7109
2005-01-26,1635.6756
2005-01-27,1614.645
2005-01-28,1598.6805
2005-01-31,1570.0261
2005-02-01,1566.3409
2005-02-02,1650.2134
2005-02-03,1636.9147
2005-02-04,1672.2217
2005-02-16,1685.3684
2005-02-17,1681.8834
2005-02-18,1659.3942
2005-02-21,1693.1509
2005-02-22,1725.9717
2005-02-23,1726.3697
2005-02-24,1727.1316
2005-02-25,1730.5596
2005-02-28,1722.2027
2005-03-01,1718.9226
2005-03-02,1698.0086
2005-03-03,1707.2292
2005-03-04,1698.6263
2005-03-07,1706.7087
2005-03-08,1739.207
2005-03-09,1737.3924
2005-03-10,1697.2117
2005-03-11,1702.2391
2005-03-14,1707.0708
2005-03-15,1675.0629
2005-03-16,1657.3055
2005-03-17,1641.4472
2005-03-18,1620.3617
2005-03-21,1625.2996
2005-03-22,1593.5787
2005-03-23,1586.7429
2005-03-24,1595.5086
2005-03-25,1592.2572
2005-03-28,1585.0921
2005-03-29,1578.4885
2005-03-30,1548.9677
2005-03-31,1560.5331
2005-04-01,1616.5792
2005-04-04,1589.4921
2005-04-05,1574.7905
2005-04-06,1605.4706
2005-04-07,1619.6312
2005-04-08,1650.202
2005-04-11,1640.3552
2005-04-12,1612.1176
2005-04-13,1650.1746
2005-04-14,1631.9675
2005-04-15,1609.1314
2005-04-18,1583.8361
2005-04-19,1586.8274
2005-04-20,1566.1787
2005-04-21,1550.9123
2005-04-22,1546.5793
2005-04-25,1531.8657
2005-04-26,1541.729
2005-04-27,1519.9188
2005-04-28,1546.9791
2005-04-29,1533.9069
2005-05-09,1496.5644
2005-05-10,1502.9377
2005-05-11,1488.1144
2005-05-12,1461.392
2005-05-13,1466.3185
2005-05-16,1450.3383
2005-05-17,1455.9769
2005-05-18,1460.4949
2005-05-19,1461.2861
2005-05-20,1455.8323
2005-05-23,1418.3028
2005-05-24,1422.3927
2005-05-25,1420.2406
2005-05-26,1402.7748
2005-05-27,1393.7172
2005-05-30,1404.7132
2005-05-31,1405.5879
2005-06-01,1377.1421
2005-06-02,1346.6072
2005-06-03,1343.4989
2005-06-06,1371.0961
2005-06-07,1366.6491
2005-06-08,1478.9605
2005-06-09,1499.5869
2005-06-10,1469.522
2005-06-13,1466.9933
2005-06-14,1450.1006
2005-06-15,1422.8598
2005-06-16,1440.4448
2005-06-17,1440.0286
2005-06-20,1479.9503
2005-06-21,1461.3179
2005-06-22,1462.1596
2005-06-23,1451.2222
2005-06-24,1462.1914
2005-06-27,1492.5071
2005-06-28,1471.323
2005-06-29,1466.6672
2005-06-30,1434.8565
2005-07-01,1401.3283
2005-07-04,1390.3998
2005-07-05,1379.5771
2005-07-06,1372.3867
2005-07-07,1379.2038
2005-07-08,1351.939
2005-07-11,1343.4351
2005-07-12,1389.5785
2005-07-13,1378.0439
2005-07-14,1382.1676
2005-07-15,1363.2788
2005-07-18,1344.7629
2005-07-19,1347.8698
2005-07-20,1356.8757
2005-07-21,1356.4253
2005-07-22,1390.6738
2005-07-25,1389.56
2005-07-26,1426.1001
2005-07-27,1448.9472
2005-07-28,1444.594
2005-07-29,1440.0354
2005-08-01,1448.0145
2005-08-02,1468.1951
2005-08-03,1473.1802
2005-08-04,1466.5011
2005-08-05,1501.4036
2005-08-08,1515.0093
2005-08-09,1533.2902
2005-08-10,1550.0401
2005-08-11,1574.838
2005-08-12,1554.1209
2005-08-15,1579.6483
2005-08-16,1566.8278
2005-08-17,1587.6554
2005-08-18,1528.1542
2005-08-19,1531.1361
2005-08-22,1542.457
2005-08-23,1531.0769
2005-08-24,1554.0722
2005-08-25,1561.3032
2005-08-26,1560.6082
2005-08-29,1537.5172
2005-08-30,1526.9272
2005-08-31,1548.9097
2005-09-01,1578.5177
2005-09-02,1583.8583
2005-09-05,1593.8108
2005-09-06,1563.4234
2005-09-07,1591.5122
2005-09-08,1591.7744
2005-09-09,1585.5225
2005-09-12,1583.7651
2005-09-13,1609.1519
2005-09-14,1622.7389
2005-09-15,1622.8944
2005-09-16,1617.245
2005-09-19,1627.6133
2005-09-20,1617.0617
2005-09-21,1584.3465
2005-09-22,1547.093
2005-09-23,1536.5725
2005-09-26,1540.7787
2005-09-27,1511.814
2005-09-28,1509.9823
2005-09-29,1541.7367
2005-09-30,1542.0312
2005-10-10,1519.9174
2005-10-11,1544.3818
2005-10-12,1550.7249
2005-10-13,1538.5074
