date,open,close,high,low,volume,amount,turn,pctChg
2005-01-04,996.2780,989.9840,996.2780,982.9880,49473755,259589539.0000,0.000000,0.000000
2005-01-05,989.8730,1013.5830,1018.2610,988.5680,82266144,441803030.0000,0.000000,2.383776
2005-01-06,1014.9650,1005.4650,1014.9650,1001.2130,73245401,386428399.0000,0.000000,-0.800919
2005-01-07,1005.5150,1011.7400,1021.7060,1001.0960,75824002,443201562.0000,0.000000,0.624086
2005-01-10,1011.9250,1023.6380,1023.6380,1007.8020,59692764,334380575.0000,0.000000,1.175995
2005-01-11,1024.0360,1027.1590,1027.1590,1017.7920,78262585,422969885.0000,0.000000,0.343975
2005-01-12,1026.7410,1024.9200,1026.7410,1014.7680,76247710,414983403.0000,0.000000,-0.217981
2005-01-13,1024.1320,1029.2980,1030.4860,1020.6700,102111201,596290832.0000,0.000000,0.427148
2005-01-14,1028.9900,1011.8750,1034.5890,1011.4400,86413352,489983019.0000,0.000000,-1.692704
2005-01-17,1002.3330,986.6610,1002.3330,984.3840,92119216,523647613.0000,0.000000,-2.491809
2005-01-18,985.6740,1008.1070,1008.4830,985.6740,99050423,501013308.0000,0.000000,2.173592
2005-01-19,1007.1090,1002.4600,1008.2210,997.6230,116230013,579483565.0000,0.000000,-0.560156
2005-01-20,999.9300,989.4410,999.9300,982.4230,110844545,574109085.0000,0.000000,-1.298709
2005-01-21,987.4320,1006.2500,1007.9240,966.0770,166007432,854971965.0000,0.000000,1.698840
2005-01-24,1028.0140,1028.0110,1028.9990,1016.0910,177842299,956858403.0000,0.000000,2.162582
2005-01-25,1023.0960,1015.1000,1023.0960,1005.4880,129020495,684957954.0000,0.000000,-1.255921
2005-01-26,1014.2530,1006.8400,1015.1280,1004.6060,120591910,644322041.0000,0.000000,-0.813708
2005-01-27,1005.8890,989.4140,1005.8890,988.1160,115175726,587830237.0000,0.000000,-1.730764
2005-01-28,989.4140,963.0050,989.4140,960.2440,107392800,533650469.0000,0.000000,-2.669155
2005-01-31,954.9440,924.1660,954.9440,923.1260,114388661,568290192.0000,0.000000,-4.033103
2005-02-01,917.2960,905.8020,929.2200,905.2090,110752514,553877868.0000,0.000000,-1.987090
2005-02-02,904.1280,958.3920,959.9930,904.1280,152885865,785164718.0000,0.000000,5.805907
2005-02-03,956.7290,936.8610,962.2580,936.5080,138602679,693933906.0000,0.000000,-2.246576
2005-02-04,937.1500,952.3920,954.9080,934.9600,127717964,625729830.0000,0.000000,1.657771
2005-02-16,959.2810,966.3850,975.5000,958.4770,125149870,607772540.0000,0.000000,1.469246
2005-02-17,966.0360,973.8080,973.8080,957.8010,112747945,532734950.0000,0.000000,0.768118
2005-02-18,973.1900,964.0050,974.2130,963.7600,107920254,523135989.0000,0.000000,-1.006664
2005-02-21,963.5780,983.6080,983.6850,963.5780,131163055,667415493.0000,0.000000,2.033492
2005-02-22,983.9600,1015.6580,1016.3750,982.7570,227720595,1264275078.0000,0.000000,3.258417
2005-02-23,1016.7680,1032.8950,1038.9110,1010.4340,261375515,1538436291.0000,0.000000,1.697126
2005-02-24,1031.7540,1035.3480,1037.7800,1023.2960,233797098,1364538388.0000,0.000000,0.237488
2005-02-25,1034.5360,1032.4130,1046.9890,1032.3190,225667912,1328017351.0000,0.000000,-0.283485
2005-02-28,1032.1820,1029.3840,1034.4620,1021.8610,173478562,1019363572.0000,0.000000,-0.293384
2005-03-01,1028.6130,1030.8150,1031.5440,1018.9900,147051711,820164592.0000,0.000000,0.139006
2005-03-02,1031.5020,1014.5270,1038.3500,1013.8310,183192094,1033918085.0000,0.000000,-1.580106
2005-03-03,1011.2600,1020.2480,1021.4460,1003.2130,132787374,700373468.0000,0.000000,0.563909
2005-03-04,1020.5500,1011.3610,1022.2320,1009.8420,110389762,609366074.0000,0.000000,-0.871059
2005-03-07,1011.8080,1013.5940,1016.5600,1009.2660,97226764,557313567.0000,0.000000,0.220789
2005-03-08,1014.2570,1037.0290,1037.0560,1014.2570,159423267,1002768664.0000,0.000000,2.312076
2005-03-09,1039.5140,1042.1820,1044.0050,1034.4750,188012566,1069727043.0000,0.000000,0.496896
2005-03-10,1042.7370,1011.7910,1043.3170,1008.3970,173518674,1040762076.0000,0.000000,-2.916092
2005-03-11,1009.9810,1017.4530,1018.1120,1005.9510,140169222,823588167.0000,0.000000,0.559600
2005-03-14,1016.7210,1005.9870,1016.7210,990.3430,156111206,932085419.0000,0.000000,-1.126932
